A13,A14,A15,A16,A17,A18,A19,A20,A21,A22,A23,A24,LABEL
2400548,179731,1884932,2064663,335885,286646,240494,4202,0,7710,-5571,2139,0
2375592,430161,1587799,2017960,357632,286646,0,3639,0,8796,-7883,913,0
2308082,1818744,151397,1970141,337941,286646,0,67356,0,65356,-20686,44670,0
2344010,1833426,142219,1975645,368365,286646,14861,72603,0,6301,-19341,-13040,0
2145125,1721218,174605,1895823,249302,286646,14861,3392,0,4507,-4479,28,0
2090446,1729928,190340,1920268,170178,286646,14861,130375,0,11200,-7438,3762,0
2199342,1773056,237201,2010257,189085,286646,25179,147947,0,7153,-4174,2979,0
2294235,1728282,430876,2159158,135077,286646,25249,172189,0,7443,-4433,3010,0
2250626,1691696,443845,2135541,115085,286646,25179,8773,0,21860,-4309,17551,0
2227935,1417820,728677,2146497,81438,286646,25179,155179,0,12589,-2079,10510,0
2599050,1024658,496849,1521507,1077543,1391513,-51329,161783,0,8116,-1701,6415,0
2446642,928203,529697,1457900,988742,1315005,25179,197345,0,6227,-1396,4831,0
2434423,929395,503143,1432538,1001885,1315005,25179,195872,0,13140,-2705,10435,0
1853829,412161,437019,849180,1004649,1309972,25179,143462,0,19646,-4255,15391,0
298448,2831,58824,61655,236793,327267,8361,1417,0,0,0,0,0
347642,2012,57633,59645,287997,327267,-118,1417,0,0,0,0,0
323655,2158,99203,101361,222294,287666,-118,3014,0,0,0,0,0
320788,314,102110,102424,218364,287666,0,3945,0,0,0,0,0
1084646,5057,2489,7546,1077100,1228618,108980,706,0,0,0,0,0
1323508,338058,585611,923669,399839,416066,466746,652,0,161627,-118427,43200,0
466049,0,0,0,466049,634017,0,0,0,0,0,0,0
462134,790,1589,2379,459755,634017,0,1589,0,0,0,0,0
450033,306,705,1011,449022,635210,1113,705,0,0,0,0,0
819630,834,490,1324,818306,1004114,0,0,0,0,0,0,0
840661,4502,0,4502,836159,1004004,0,0,0,0,0,0,0
582669,126870,0,126870,455799,250576,117461,0,0,22545,0,22545,0
435558,614,0,614,434944,250576,89826,0,0,0,0,0,0
435374,624,0,624,434750,250576,91982,0,0,0,0,0,0
443758,10386,0,10386,433372,250576,121240,0,0,-22545,0,-22545,0
461704,9873,0,9873,451831,250576,121240,0,0,0,0,0,0
445047,17535,0,17535,427512,250576,91747,0,0,0,0,0,0
452219,17508,0,17508,434711,250576,91747,0,0,0,0,0,0
431189,6969,0,6969,424220,250576,114798,0,0,0,0,0,0
441585,6965,0,6965,434620,250576,114798,0,0,0,0,0,0
423139,1695,0,1695,421444,250576,93971,0,0,0,0,0,0
465048,1681,0,1681,463367,250576,93971,0,0,0,0,0,0
487033,16920,0,16920,470113,250576,173550,0,0,0,0,0,0
510911,16919,0,16919,493992,250576,173550,0,0,0,0,0,0
485468,40158,0,40158,445310,250576,122820,0,0,0,0,0,0
478474,40167,0,40167,438307,250576,143671,0,0,0,0,0,0
503298,20606,0,20606,482692,250576,191443,0,0,0,0,0,0
520071,20587,0,20587,499484,250576,191443,0,0,0,0,0,0
512687,20590,0,20590,492097,250576,191443,0,0,0,0,0,0
517684,20592,0,20592,497092,250576,191443,0,0,0,0,0,0
192920,8549,0,8549,184371,300000,0,0,0,0,0,0,0
135727,8549,0,8549,127178,300000,0,0,0,0,0,0,0
105288,8549,0,8549,96739,300000,0,0,0,0,0,0,0
77459,9094,0,9094,68365,300000,0,0,0,0,0,0,0
49077,8718,0,8718,40359,300000,0,0,0,0,0,0,0
97149,9589,0,9589,87560,400000,0,0,0,0,0,0,0
76924,0,0,0,76924,400000,0,0,0,0,0,0,0
56401,4430,0,4430,51971,400000,0,0,0,0,0,0,0
45169,45094,0,45094,75,400,0,0,0,203,-18,185,0
187,115,0,115,72,400,0,0,0,264,-13,251,0
673,398,0,398,275,400,0,0,0,573,-28,545,0
1540,698,362,1060,480,400,80,0,0,887,-51,836,0
1477,323,462,785,692,400,292,0,0,699,-106,593,0
1892,507,580,1087,805,400,405,0,0,1069,-423,646,0
4798,1337,705,2042,2756,400,80,0,0,4385,-1321,3064,0
4638,2062,825,2887,1751,400,1351,0,0,1294,-87,1207,0
3015,789,939,1728,1287,400,887,0,0,468,-113,355,0
2892,922,1006,1928,964,400,564,0,0,1183,-41,1142,0
3245,709,1308,2017,1228,400,828,0,0,919,-57,862,0
3703,1075,1439,2514,1189,400,789,0,0,1171,-215,956,0
3565,1062,1603,2665,900,400,500,0,0,1329,-474,855,0
2834,822,0,822,2012,400,1612,0,0,672,-102,570,0
3531,1141,0,1141,2390,400,1990,0,0,1588,-60,1528,0
4356,3876,0,3876,480,400,80,0,0,1881,-68,1813,0
2310,1166,0,1166,1144,400,744,0,0,1040,-71,969,0
2761,968,0,968,1793,400,1393,0,0,1005,-124,881,0
3240,402,0,402,2838,400,2438,0,0,1589,-57,1532,0
4599,838,0,838,3761,400,3361,0,0,2264,-25,2239,0
3261,359,0,359,2902,400,2502,0,0,1187,-112,1075,0
4403,467,0,467,3936,400,3536,0,0,1828,-63,1765,0
10973,7595,0,7595,3378,400,2978,0,0,8831,-6429,2402,0
5804,2304,0,2304,3500,400,3100,0,0,2598,-212,2386,0
4479,997,284,1281,3198,400,2798,0,0,1853,-65,1788,0
4713,2122,243,2365,2348,400,1948,0,0,2558,-169,2389,0
5255,1829,215,2044,3211,400,2811,0,0,9112,-5123,3989,0
5017,2507,170,2677,2340,400,1940,0,0,3619,-152,3467,0
5865,1519,125,1644,4221,400,3821,0,0,3631,-38,3593,0
4830,1241,78,1319,3511,400,3111,0,0,2732,-54,2678,0
7081,3294,31,3325,3756,400,3356,0,0,4423,-77,4346,0
3581,2023,0,2023,1558,400,1158,0,0,6128,-4376,1752,0
41,15,0,15,26,100,0,0,0,0,0,0,0
55,70,0,70,-15,100,10,1,0,0,0,0,0
106,24,0,24,82,100,34,6,0,160,-16,144,0
46,9,0,9,37,135,0,6,0,0,1,1,0
8,30,0,30,-22,135,0,0,0,0,0,0,0
65,34,0,34,31,135,0,6,0,107,0,107,0
52,14,0,14,38,135,0,1,0,105,-10,95,0
101,49,0,49,52,135,0,2,0,254,-34,220,0
71,46,0,46,25,135,0,6,0,50,-5,45,0
125,293,0,293,-168,135,0,9,0,45,0,45,0
159,111,0,111,48,135,0,12,0,342,-33,309,0
183,58,0,58,125,135,0,4,0,401,-43,358,0
354,158,0,158,196,135,0,7,0,334,0,334,0
247,85,0,85,162,135,0,11,0,154,0,154,0
460,306,0,306,154,135,0,6,0,150,-15,135,0
323,185,0,185,138,135,3,4,0,196,-66,130,0
397,109,0,109,288,135,3,7,0,427,-41,386,0
440,138,0,138,302,135,3,12,0,718,0,718,0
458,122,0,122,336,135,3,15,0,228,0,228,0
325,82,0,82,243,135,7,5,0,212,-112,100,0
378,124,31,155,223,135,7,8,0,346,-33,313,0
443,201,31,232,211,135,7,12,0,292,-28,264,0
425,84,31,115,310,135,7,15,0,838,-81,757,0
387,105,31,136,251,135,8,5,0,752,-73,679,0
367,75,31,106,261,135,8,9,0,224,-22,202,0
445,161,182,343,102,135,0,12,0,320,-31,289,0
432,114,302,416,16,135,8,17,0,297,-29,268,0
358,42,31,73,285,135,10,5,0,847,-81,766,0
525,195,31,226,299,135,10,9,0,544,-57,487,0
451,63,198,261,190,135,10,14,0,186,-18,168,0
594,71,256,327,267,135,150,18,0,410,-40,370,0
562,46,225,271,291,135,10,6,0,390,-37,353,0
561,71,125,196,365,135,10,9,0,467,-45,422,0
544,74,125,199,345,135,146,14,0,362,-35,327,0
510,64,125,189,321,135,156,19,0,301,-29,272,0
859,243,125,368,491,135,23,5,0,797,-77,720,0
1057,351,125,476,581,135,23,10,0,694,-67,627,0
878,240,73,313,565,135,23,14,0,178,-17,161,0
1160,334,0,334,826,135,356,18,0,608,-59,549,0
884,219,24,243,641,135,27,15,0,229,-22,207,0
565498,101111,16553,117664,447834,394111,53723,29007,0,9964,-9188,776,0
587939,55993,17958,73951,513988,457222,56766,30956,0,2631,-2022,609,0
618647,64350,17478,81828,536819,467026,69793,32233,0,2669,-2357,312,0
1209266,33361,17196,50557,1158709,1154604,8011,28611,0,1430,-1834,-404,0
1201687,23223,15685,38908,1162779,1154604,12081,31272,0,3585,-2800,785,0
1072,790,290,1080,-8,5,11,0,0,0,0,0,0
2738,2021,295,2316,422,500,11,0,0,0,0,0,0
87511,1128,86812,87940,-429,500,11,0,0,1538,-2107,-569,0
105428,24200,80527,104727,701,500,201,0,0,1692,-874,818,0
226929,80052,145183,225235,1694,500,201,0,0,5084,-4109,975,0
230398,77432,152218,229650,748,500,248,0,0,5118,-5114,4,0
193361,153905,49301,203206,-9845,500,201,0,0,-6376,-5974,-12350,0
1325,1484,0,1484,-159,500,0,0,0,-3826,15197,11371,0
3871,3636,0,3636,235,500,0,0,0,3,0,3,0
183,84,0,84,99,500,0,0,0,164,0,164,0
172,100,0,100,72,500,0,0,0,89,0,89,0
85,26,0,26,59,500,0,0,0,38,0,38,0
147,22,0,22,125,500,0,0,0,177,0,177,0
76,24,0,24,52,500,0,0,0,56,0,56,0
450,9,0,9,441,500,0,0,0,159,0,159,0
564,124,0,124,440,500,0,0,0,46,0,46,0
559,49,0,49,510,500,0,0,0,79,0,79,0
607,67,0,67,540,500,0,0,0,92,0,92,0
585,94,0,94,491,500,0,0,0,80,0,80,0
655,54,0,54,601,500,101,0,0,74,0,74,0
724,66,0,66,658,500,101,0,0,51,0,51,0
921,79,0,79,842,500,101,0,0,283,0,283,0
873,28,0,28,845,500,101,0,0,81,0,81,0
1149,187,0,187,962,500,462,0,0,290,0,290,0
1180,146,0,146,1034,500,462,0,0,101,0,101,0
1219,48,0,48,1171,500,462,0,0,288,0,288,0
1498,285,0,285,1213,500,462,0,0,129,0,129,0
1350,803,0,803,547,500,47,0,0,151,0,151,0
1422,783,0,783,639,500,47,0,0,154,0,154,0
1518,799,0,799,719,500,47,0,0,229,0,229,0
1709,860,0,860,849,500,47,0,0,251,0,251,0
998,198,0,198,800,500,300,0,0,174,0,174,0
1068,320,0,320,748,500,300,0,0,114,0,114,0
966,214,0,214,752,500,300,0,0,130,0,130,0
897,130,0,130,767,500,300,0,0,133,0,133,0
948,134,0,134,814,500,314,0,0,129,0,129,0
989,150,0,150,839,500,314,0,0,121,0,121,0
999,144,0,144,855,500,355,0,0,123,0,123,0
1132,241,0,241,891,500,391,0,0,128,0,128,0
1225,427,0,427,798,500,298,0,0,136,0,136,0
45039760,4432537,26575642,31008179,14031581,13360658,670923,1769674,0,4214481,-2411713,1802768,0
44719784,4306281,26474434,30780715,13939069,13360658,670923,1877800,0,1132549,-834413,298136,0
44666465,3060716,27907910,30968626,13697839,13360658,670923,1807621,0,1015603,-810530,205073,0
44650519,1816598,29330844,31147442,13503077,13362321,670923,1678405,0,0,0,0,0
44488768,1957228,29357442,31314670,13174098,13363568,0,1616957,0,2254495,-1803209,451286,0
26,103,0,103,-77,1,0,0,0,1097,-990,107,0
131,157,0,157,-26,1,0,3,0,220,-110,110,0
1895,64,0,64,1831,2097,0,6,0,0,-113,-113,0
1562,70,0,70,1492,2096,0,23,0,-877,830,-47,0
1178,128,0,128,1050,2096,0,73,0,0,0,0,0
765,158,0,158,607,2096,0,120,0,0,-32,-32,0
291,272,0,272,19,2096,0,153,0,0,0,0,0
1115,198,0,198,917,3496,0,130,0,0,-8,-8,0
708,257,0,257,451,3496,0,181,0,0,0,0,0
665,332,0,332,333,3897,0,232,0,0,0,0,0
574,335,0,335,239,4347,0,254,0,0,0,0,0
771,320,0,320,451,4347,0,179,0,867,-53,814,0
514,283,0,283,231,4798,0,197,0,0,0,0,0
403,315,0,315,88,5279,0,228,0,0,0,0,0
549,183,0,183,366,5279,950,86,0,0,0,0,0
318,97,0,97,221,6399,0,52,0,0,0,0,0
359,62,0,62,297,6399,310,27,0,0,0,0,0
305,83,0,83,222,6709,194,47,0,0,0,0,0
246,97,0,97,149,6709,360,69,0,0,0,0,0
313,742,0,742,-429,6709,0,55,0,0,0,0,0
213,100,264,364,-151,7219,0,0,0,0,0,0,0
227,175,0,175,52,7219,514,0,0,178,0,178,0
1429,423,0,423,1006,7219,746,0,0,1440,0,1440,0
1895,1035,0,1035,860,827,33,62,0,1442,-295,1147,0
1214,205,0,205,1009,827,33,96,0,923,0,923,0
20404,18038,0,18038,2366,827,33,138,0,2536,0,2536,0
6257,1638,0,1638,4619,827,33,143,0,3777,0,3777,0
2405,817,0,817,1588,827,761,86,0,2411,-872,1539,0
1875,387,0,387,1488,827,761,99,0,1127,0,1127,0
1875,371,0,371,1504,827,165,102,0,2302,0,2302,0
1843,294,0,294,1549,827,165,71,0,819,0,819,0
3136,2144,0,2144,992,827,165,85,0,3042,-608,2434,0
1617,822,0,822,795,827,165,109,0,743,0,743,0
2780,1097,0,1097,1683,827,165,106,0,1938,0,1938,0
7866,3749,0,3749,4117,827,165,139,0,4016,0,4016,0
11703,3804,550,4354,7349,827,6522,81,0,6146,-1102,5044,0
3987,2763,481,3244,743,827,165,112,0,833,0,833,0
4108,2755,383,3138,970,827,165,78,0,895,0,895,0
5470,3055,284,3339,2131,827,165,100,0,2227,0,2227,0
6556,2605,203,2808,3748,827,2921,83,0,3568,-635,2933,0
3003472,1091246,711198,1802444,1201028,979957,221071,10838,0,2681129,-2397022,284107,0
351043,74819,158669,233488,117555,118081,0,7370,0,0,0,0,0
375214,79283,163526,242809,132405,118081,15000,0,0,0,0,0,0
466221,293237,7726,300963,165258,153081,13000,0,0,0,0,0,0
582365,203248,214122,417370,164995,153081,13000,8350,0,0,0,0,0
743028,345755,245251,591006,152022,153081,0,35404,0,0,0,0,0
874432,386541,323001,709542,164890,166081,0,35579,0,0,0,0,0
1038034,216401,508751,725152,312882,314081,0,40840,0,0,0,0,0
1128879,214376,601778,816154,312725,314081,0,38087,0,0,0,0,0
1258492,204816,741678,946494,311998,314081,0,34772,0,0,0,0,0
1306927,207994,787036,995030,311897,314081,0,32380,0,0,0,0,0
1376265,228927,835706,1064633,311632,314081,0,29762,0,0,0,0,0
1441470,55847,812476,868323,573147,576081,0,35751,0,0,-454,-454,0
1681663,154164,884044,1038208,643455,576082,67373,112869,0,83763,-7768,75995,0
1684573,158274,882788,1041062,643511,576082,67373,105794,0,21532,-12642,8890,0
1657670,133441,729773,863214,794456,735742,67373,88348,0,25733,-20351,5382,0
1643621,122876,716159,839035,804586,759242,67373,74679,0,48761,-50015,-1254,0
1648882,112571,727299,839870,809012,759242,67373,69365,0,43160,-17588,25572,0
1645998,106754,726695,833449,812549,759242,49770,64365,0,47735,-21386,26349,0
1627199,101299,727613,828912,798287,759242,49770,63389,0,39756,-40771,-1015,0
1625745,99843,710731,810574,815171,776742,49770,65726,0,43362,-23828,19534,0
1609899,103671,682609,786280,823619,783829,39790,55320,0,35981,-20109,15872,0
1631891,109989,692531,802520,829371,784829,44542,54141,0,45678,-21968,23710,0
1620260,99406,683894,783300,836960,788571,39790,52728,0,49293,-29709,19584,0
1625948,100278,673477,773755,852193,791081,39790,51173,0,48441,-19674,28767,0
1628226,123644,662305,785949,842277,791081,51196,49603,0,49570,-43382,6188,0
1623089,121398,637334,758732,864357,807081,51196,44373,0,44666,-21553,23113,0
1636299,147899,626327,774226,862073,807081,51196,76541,0,58376,-47190,11186,0
1633967,133288,619686,752974,880993,807081,51196,76508,0,58632,-17163,41469,0
1626077,136696,608752,745448,880629,807081,73548,75791,0,44116,-24355,19761,0
1653794,182778,600194,782972,870822,807081,73548,75918,0,63933,-64178,-245,0
1576674,123348,583081,706429,870245,807081,73549,60911,0,43166,-26939,16227,0
1545136,96945,575621,672566,872570,807081,73549,32093,0,45631,-19906,25725,0
1557124,102866,562624,665490,891634,807081,84553,33240,0,69758,-27730,42028,0
1561413,108379,553614,661993,899420,807081,84553,33162,0,52631,-28833,23798,0
1544310,98323,543969,642292,902018,807081,84553,26066,0,43989,-32589,11400,0
1554882,110568,537478,648046,906836,807081,84553,24476,0,43163,-23652,19511,0
1543488,105350,526700,632050,911438,818858,92580,23860,0,55415,-26321,29094,0
801805,333197,294398,627595,174210,36183,138027,0,0,818754,-672327,146427,0
1054027,540736,321741,862477,191550,36183,138027,0,0,280687,-250851,29836,0
1304039,736067,453428,1189495,114544,36183,77397,0,0,459573,-401530,58043,0
1643879,835840,635756,1471596,172283,37340,77397,0,0,697499,-607619,89880,0
2369285,941035,461998,1403033,966252,816047,149471,0,0,737099,-678550,58549,0
13095,1617,0,1617,11478,12422,0,0,0,0,0,0,0
8571,1581,0,1581,6990,12422,0,107,0,0,0,0,0
3851,10718,0,10718,-6867,10000,32589,0,0,0,0,0,0
6839,9051,0,9051,-2212,42589,51208,0,0,0,0,0,0
142193,25270,0,25270,116923,92589,51208,0,0,95105,0,95105,0
149000,41964,0,41964,107036,92589,51208,0,0,14658,-13190,1468,0
141831,63914,0,63914,77917,143797,0,0,0,7500,-677,6823,0
64037,30121,0,30121,33916,143797,0,0,0,2000,-2795,-795,0
51230,37932,0,37932,13298,143797,0,0,0,8432,-6941,1491,0
22,1,0,1,21,144,20,0,0,-17906,10402,-7504,0
76,4,0,4,72,144,115,0,0,13,-11,2,0
22,4,0,4,18,144,129,0,0,3,-14,-11,0
12,13,0,13,-1,144,159,0,0,10,-1,9,0
15,1,0,1,14,333,30,0,0,2,-24,-22,0
22,4,0,4,18,333,60,0,0,0,-3,-3,0
36,4,0,4,32,333,120,0,0,0,0,0,0
80,9,0,9,71,453,100,0,0,0,0,0,0
38,0,0,0,38,553,0,0,0,0,3,3,0
19,4,0,4,15,553,0,0,0,0,0,0,0
73,4,0,4,69,553,100,0,0,0,0,0,0
42,15,0,15,27,653,0,0,0,0,0,0,0
78,1,0,1,77,653,100,0,0,0,0,0,0
53,4,0,4,49,753,0,0,0,0,0,0,0
153,4,0,4,149,753,150,0,0,0,0,0,0
94,5,0,5,89,753,150,0,0,0,0,0,0
54,4,0,4,50,903,0,0,0,0,0,0,0
23,4,0,4,19,903,0,0,0,0,0,0,0
104,8,0,8,96,1103,0,0,0,0,0,0,0
64,4,0,4,60,1103,0,0,0,0,0,0,0
21,5,0,5,16,1103,0,0,0,0,0,0,0
14,6,0,6,8,1103,0,0,0,3,0,3,0
451991,12874,243952,256826,195165,69202,125779,2898,0,0,0,0,0
480187,19480,245651,265131,215056,69202,123679,3256,0,0,0,0,0
644949,27236,384989,412225,232724,69202,123679,3385,0,0,0,0,0
1251787,6838,34980,41818,1209969,1043665,123679,2595,0,0,0,0,0
1265022,18269,44975,63244,1201778,1043665,147337,1054,0,0,0,0,0
14186,196,0,196,13990,16795,0,0,0,0,0,0,0
12175,354,0,354,11821,16795,0,0,0,0,0,0,0
102092,455,0,455,101637,108000,0,0,0,0,0,0,0
98966,2422,0,2422,96544,108000,0,0,0,0,0,0,0
158508,730,0,730,157778,170347,120,0,0,0,0,0,0
160189,695,0,695,159494,170347,120,0,0,0,0,0,0
229338,2985,0,2985,226353,243283,435,0,0,0,0,0,0
230411,3907,0,3907,226504,243283,1268,0,0,0,0,0,0
217849,2824,0,2824,215025,243283,1268,0,0,0,0,0,0
336020,14244,0,14244,321776,333445,1501,0,0,0,0,0,0
410803,10904,0,10904,399899,414278,1657,0,0,0,0,0,0
524107,10438,0,10438,513669,524866,1812,0,0,0,0,0,0
718424,8915,0,8915,709509,750486,2452,0,0,0,0,0,0
703461,10629,0,10629,692832,750486,2693,0,0,0,0,0,0
733917,9606,0,9606,724311,750486,2645,0,0,0,0,0,0
738364,8995,0,8995,729369,750486,2863,0,0,0,0,0,0
989289,96635,0,96635,892654,894502,4040,0,0,0,0,0,0
976138,95087,0,95087,881051,894502,6825,0,0,0,0,0,0
1159779,10779,0,10779,1149000,1048116,6488,0,0,0,0,0,0
1135118,19928,0,19928,1115190,1048116,7327,0,0,0,0,0,0
1065908,17218,0,17218,1048690,1048116,7427,0,0,0,0,0,0
994632,15762,0,15762,978870,1048116,7478,0,0,0,0,0,0
999196,31729,0,31729,967467,1048116,7528,0,0,0,0,0,0
1214203,33373,0,33373,1180830,1271893,7577,0,0,0,0,0,0
1257697,84736,35000,119736,1137961,1271893,7583,0,0,0,0,0,0
1277222,80051,47752,127803,1149419,1271893,7588,0,0,0,0,0,0
1305630,91405,38110,129515,1176115,1271893,7593,0,0,9031,0,9031,0
1463058,130012,13615,143627,1319431,1373354,11860,0,0,-9031,0,-9031,0
1409350,118678,23450,142128,1267222,1374638,10664,0,0,0,0,0,0
1469758,43099,199,43298,1426460,1170252,12605,0,0,0,0,0,0
1471613,44906,0,44906,1426707,1170252,12933,0,0,0,0,0,0
1655640,41246,0,41246,1614394,1283401,173691,0,0,0,0,0,0
1643260,27856,1036,28892,1614368,1284685,172407,0,0,0,0,0,0
1563543,20082,1036,21118,1542425,1284685,37967,0,0,0,0,0,0
1570459,21901,1059,22960,1547499,1284685,37967,0,0,0,0,0,0
1589900,45270,1059,46329,1543571,1282798,101626,0,0,0,0,0,0
1427323,27484,22428,49912,1377411,1282798,102650,0,0,0,0,0,0
1470224,91375,0,91375,1378849,1282798,103371,0,0,0,0,0,0
1563347,108235,0,108235,1455112,1334584,118272,0,0,0,0,0,0
1649979,124152,0,124152,1525827,1334584,34176,0,0,0,0,0,0
88882941,6803592,69714808,76518400,12364541,200000,0,240000,0,32673687,-16143986,16529701,0
87119,7179,74518,81697,5422,200,0,6198,0,-524,-710,-1234,0
88824,8295,78346,86641,2183,200,0,6171,0,9,-1335,-1326,0
89349,9395,78710,88105,1244,200,0,6171,0,-98,-589,-687,0
89753,9729,80389,90118,-365,200,0,7709,0,46,-155,-109,0
90390,8890,82170,91060,-670,200,0,7631,0,15,-33,-18,0
92219,8199,85522,93721,-1502,200,0,8262,0,-320,-1095,-1415,0
1319708,166520,1020899,1187419,132289,107404,24885,11272,0,449606,-251129,198477,0
1338718,178499,1022979,1201478,137240,107404,29836,13731,0,114717,-64928,49789,0
2812788,284313,2416112,2700425,112363,107404,4959,14523,0,109917,-71052,38865,0
2837414,317118,2407725,2724843,112571,109379,19884,12083,0,121318,-67647,53671,0
3360123,285637,2953556,3239193,120930,109379,11551,10104,0,120953,-70441,50512,0
3378684,324174,2946000,3270174,108510,109379,8246,10004,0,119543,-63240,56303,0
3214458,285884,2766828,3052712,161746,109379,11551,10204,0,139730,-66572,73158,0
3258499,317928,2747345,3065273,193226,109379,11551,10191,0,150360,-68977,81383,0
3257467,331816,2744955,3076771,180696,109379,71317,10207,0,147104,-69334,77770,0
3520500,331517,2986454,3317971,202529,109379,71317,8407,0,150270,-73058,77212,0
3284339,305053,2754036,3059089,225250,109379,89933,8926,0,174249,-70374,103875,0
3321861,334283,2773285,3107568,214293,109379,89933,6883,0,173641,-73609,100032,0
3343341,343451,2753961,3097412,245929,109379,136550,10925,0,159245,-73857,85388,0
3352603,395797,2712374,3108171,244432,109379,136550,11553,0,152261,-75011,77250,0
3272471,391512,2615836,3007348,265123,109379,151070,6731,0,173905,-81124,92781,0
3307090,443414,2555773,2999187,307903,109379,151070,7031,0,175179,-79023,96156,0
3331667,520495,2603036,3123531,208136,109379,98757,8669,0,167473,-83020,84453,0
3416005,604141,2580542,3184683,231322,109379,98757,9566,0,186129,-85425,100704,0
3356383,486882,2625515,3112397,243986,109379,98757,12495,0,179512,-88777,90735,0
3384825,437239,2763782,3201021,183804,109379,109960,13525,0,193193,-87335,105858,0
3338375,461984,2753897,3215881,122494,109379,13115,13752,0,195545,-90890,104655,0
5000,0,0,0,5000,5000,0,0,0,0,0,0,0
3110,3312,5992,9304,-6194,5000,0,0,0,0,0,0,0
8696,2470,26993,29463,-20767,5000,0,0,0,0,0,0,0
5625,6664,44993,51657,-46032,5000,0,0,0,0,0,0,0
3778,800,65993,66793,-63015,5000,0,0,0,0,0,0,0
174,2198,79693,81891,-81717,5000,0,0,0,0,0,0,0
97,2198,90142,92340,-92243,5000,0,0,0,0,0,0,0
187,848,0,848,-661,5000,99243,0,0,0,0,0,0
417,0,0,0,417,5000,100643,0,0,0,0,0,0
29030,67265,0,67265,-38235,5000,100643,0,0,0,0,0,0
30298,99163,0,99163,-68865,15000,100643,0,0,0,0,0,0
49765570,64450,49653321,49717771,47799,272589,0,0,0,0,0,0,0
44497099,1341,44451417,44452758,44341,307589,0,0,0,0,0,0,0
42507962,2848,42463145,42465993,41969,357589,0,0,0,0,0,0,0
37545710,2757,37505117,37507874,37836,387589,0,0,0,0,0,0,0
34935476,26893,34742253,34769146,166330,422589,0,0,0,144933,0,144933,0
173312,1175,0,1175,172137,441204,0,0,0,0,0,0,0
136642,6133,0,6133,130509,441204,0,0,0,0,0,0,0
259264,41615,0,41615,217649,441204,0,0,0,146844,0,146844,0
197042,28138,0,28138,168904,441204,0,0,0,41715,0,41715,0
198288,25507,0,25507,172781,441204,0,0,0,111606,0,111606,0
299538,20010,0,20010,279528,491204,0,0,0,100208,0,100208,0
527448,58868,0,58868,468580,555000,0,0,0,215791,0,215791,0
935146,367970,0,367970,567176,555000,12176,0,0,335916,0,335916,0
2578988,829287,0,829287,1749701,555000,12176,0,0,1764374,0,1764374,0
2740559,871158,0,871158,1869401,555000,12176,0,0,375539,0,375539,0
2429262,645586,0,645586,1783676,555000,12176,0,0,406019,0,406019,0
2089807,1457158,0,1457158,632649,555000,77649,0,0,872601,0,872601,0
1825488,908879,0,908879,916609,555000,77649,0,0,640443,0,640443,0
2367816,690491,0,690491,1677325,555000,77649,0,0,1453050,0,1453050,0
6333598,4434203,0,4434203,1899395,555000,77649,0,0,719984,0,719984,0
2379328,580612,0,580612,1798716,555000,1243716,0,0,752177,0,752177,0
2146545,267307,0,267307,1879238,555000,1243716,0,0,780185,0,780185,0
3443627,1668756,541950,2210706,1232921,555000,111000,0,0,1037137,0,1037137,0
3867598,1874044,573474,2447518,1420080,555000,111000,0,0,951687,0,951687,0
3847684,1797649,354432,2152081,1695603,555000,1140603,0,0,1543918,0,1543918,0
4800025,2024521,841257,2865778,1934247,555000,1140603,0,0,1122795,0,1122795,0
5282451,2343599,570105,2913704,2368747,1584600,111003,0,0,1199227,0,1199227,0
5803712,1339671,1645872,2985543,2818169,1584600,111003,0,0,1287467,0,1287467,0
5831526,2780891,404492,3185383,2646143,1584600,1061543,0,0,1378922,0,1378922,0
2677788,1628976,0,0,196313,100920,0,0,0,111668,-46707,64961,0
2744703,1663640,0,0,200140,100920,0,0,0,117693,-51954,65739,0
2652349,1677859,0,0,224094,100920,0,0,0,126469,-54019,72450,0
2760668,1767722,0,0,228580,100920,0,0,0,127455,-50490,76965,0
2915653,1795347,0,0,247076,100920,0,0,0,127788,-51527,76261,0
2945266,1813923,0,0,237586,160000,0,0,0,127269,-44195,83074,0
2863823,1884722,0,0,247864,160000,0,0,0,127253,-44278,82975,0
2942073,1936412,0,0,257807,160000,0,0,0,125998,-42234,83764,0
3206208,2064582,0,0,277790,160000,0,0,0,123614,-45678,77936,0
3240099,2022651,0,0,263646,160000,0,0,0,108866,-44651,64215,0
3480082,2115923,0,0,273287,160000,0,0,0,115582,-51160,64422,0
3378125,2281662,0,0,279485,160000,0,0,0,121338,-55755,65583,0
3684890,2380226,0,0,287517,160000,0,0,0,123715,-58909,64806,0
3669711,2468153,0,0,295807,232000,0,0,0,128517,-64154,64363,0
3596569,2475943,0,0,295363,232000,0,0,0,131723,-69995,61728,0
3727939,2486208,0,0,278661,232000,0,0,0,133781,-83899,49882,0
3903381,2525004,0,0,281639,232000,0,0,0,136318,-74714,61604,0
3981482,2583730,0,0,295307,232000,0,0,0,151361,-67841,83520,0
3785257,2366417,0,0,310949,232000,0,0,0,161581,-89068,72513,0
3772084,2555714,0,0,288633,232000,0,0,0,161705,-91697,70008,0
3875954,2542987,0,0,297435,232000,0,0,0,160352,-86013,74339,0
3966806,2557207,0,0,299404,232000,0,0,0,166963,-97138,69825,0
